test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.hadoop.hdfs.server.namenode.TestStorageRestore#testStorageRestoreFailure@;@434@;@447@;@3378@;@0@;@15@;@2271@;@3648@;@116@;@29m 43s
org.apache.hadoop.hdfs.TestDecommission#testDecommission2@;@554@;@554@;@3565@;@0@;@3@;@2077@;@2298@;@13@;@29m 33s
org.apache.hadoop.hdfs.qjournal.client.TestQJMWithFaults#testEdits@;@1@;@1@;@14104@;@0@;@1@;@1598@;@1598@;@0@;@29m 54s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testEmptyCreateFlag@;@523@;@524@;@3394@;@0@;@1@;@5567@;@7926@;@4@;@29m 36s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testInternalMkdirSlash@;@523@;@536@;@2674@;@0@;@2@;@12516@;@14695@;@16@;@29m 34s
org.apache.hadoop.hdfs.web.TestWebHDFSXAttr#testRawXAttrs@;@522@;@532@;@1616@;@1616@;@0@;@20888@;@21939@;@120@;@29m 31s
org.apache.hadoop.hdfs.TestStateAlignmentContextWithHA#testStateTransferOnFreshClient@;@695@;@724@;@1544@;@1541@;@1@;@14966@;@17355@;@114@;@29m 22s
org.apache.hadoop.hdfs.TestDisableConnCache#testDisableCache@;@526@;@537@;@2541@;@0@;@16@;@2248@;@3707@;@116@;@29m 43s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testSeekPastEndOfFileThenReseekAndRead@;@522@;@529@;@3621@;@0@;@1@;@1963@;@7232@;@97@;@29m 35s
org.apache.hadoop.hdfs.TestLeaseRecoveryStriped#testLeaseRecovery@;@534@;@545@;@945@;@0@;@14@;@2402@;@3715@;@117@;@28m 16s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testLSRootDir@;@535@;@542@;@3523@;@0@;@1@;@5709@;@5917@;@116@;@29m 32s
org.apache.hadoop.hdfs.server.namenode.TestDiskspaceQuotaUpdate#testUpdateQuotaForFSync@;@522@;@525@;@1367@;@1367@;@0@;@13915@;@16923@;@95@;@29m 27s
org.apache.hadoop.hdfs.TestDFSClientRetries#testDFSClientConfigurationLocateFollowingBlock@;@522@;@533@;@786@;@0@;@14@;@2206@;@3691@;@115@;@29m 39s
org.apache.hadoop.hdfs.TestDecommissionWithBackoffMonitor#testDecommissionWithOpenfile@;@556@;@567@;@2121@;@0@;@19@;@2001@;@4179@;@152@;@29m 36s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testRemoveDefaultAclOnlyAccess@;@522@;@525@;@3738@;@0@;@2@;@18832@;@18921@;@462@;@29m 36s
org.apache.hadoop.hdfs.TestDecommissionWithStriped#testFileFullBlockGroup@;@529@;@540@;@2369@;@0@;@14@;@2185@;@4219@;@126@;@29m 17s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestOpenFilesWithSnapshot#testUCFileDeleteWithSnapShot@;@531@;@542@;@239@;@0@;@10@;@2356@;@3669@;@116@;@27m 11s
