test_name@;@minConfigSize@;@maxConfigSize@;@num_of_executed_rounds@;@num_of_valid_rounds@;@unique_failures@;@init_branch_coverage@;@total_branch_coverage@;@total_param_coverage@;@fuzzing_time
org.apache.hadoop.yarn.api.TestPBImplRecords#testSchedulingRequestPBImpl@;@11@;@11@;@3466@;@3466@;@0@;@2601@;@2601@;@0@;@29m 44s
org.apache.hadoop.yarn.api.TestPBImplRecords#testMoveApplicationAcrossQueuesResponsePBImpl@;@11@;@11@;@4542@;@4542@;@0@;@1717@;@1717@;@0@;@29m 51s
org.apache.hadoop.yarn.api.TestPBImplRecords#testPreemptionContainerPBImpl@;@11@;@11@;@4217@;@4217@;@0@;@1884@;@1884@;@0@;@29m 51s
org.apache.hadoop.yarn.api.TestPBImplRecords#testPriorityPBImpl@;@11@;@11@;@4581@;@4581@;@0@;@1759@;@1759@;@0@;@29m 51s
org.apache.hadoop.yarn.conf.TestHAUtil#testGetConfKeyForRMInstance@;@13@;@15@;@4193@;@4193@;@0@;@1711@;@1713@;@15@;@29m 55s
org.apache.hadoop.yarn.client.api.impl.TestTimelineClient#testPostEntitiesConnectionRefused@;@26@;@38@;@3376@;@2674@;@3@;@3796@;@3853@;@20@;@29m 47s
org.apache.hadoop.yarn.logaggregation.filecontroller.ifile.TestLogAggregationIndexedFileController#testGetRollOverLogMaxSize@;@64@;@64@;@9787@;@0@;@2@;@2215@;@2309@;@17@;@29m 52s
org.apache.hadoop.yarn.webapp.TestWebApp#testCustomRoutes@;@35@;@47@;@13@;@0@;@7@;@2943@;@12481@;@37@;@5m 45s
org.apache.hadoop.yarn.api.TestResourcePBImpl#testEmptyResourcePBInit@;@35@;@62@;@5168@;@0@;@4@;@2750@;@2983@;@59@;@29m 55s
org.apache.hadoop.yarn.util.resource.TestResources#testMultiplyAndRoundDown@;@15@;@15@;@5548@;@5548@;@0@;@1834@;@1834@;@0@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testTokenPBImpl@;@11@;@11@;@5396@;@5396@;@0@;@1944@;@1944@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testFinishApplicationMasterResponsePBImpl@;@11@;@11@;@5153@;@5153@;@0@;@1756@;@1756@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetNodesToAttributesResponsePBImpl@;@11@;@11@;@6129@;@6129@;@0@;@1977@;@1977@;@0@;@29m 53s
org.apache.hadoop.yarn.logaggregation.TestAggregatedLogFormat#testForCorruptedAggregatedLogs@;@27@;@34@;@4446@;@3389@;@7@;@2399@;@3526@;@9@;@29m 52s
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testTrimLabelsWhenAddRemoveNodeLabels@;@13@;@13@;@5035@;@5035@;@0@;@2050@;@2050@;@2@;@29m 55s
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testRemoveNodeLabelsInfo@;@13@;@13@;@5567@;@5567@;@0@;@2181@;@2188@;@2@;@29m 55s
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testGetNodeLabelsInfo@;@13@;@13@;@4968@;@4968@;@0@;@2267@;@2275@;@2@;@29m 56s
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testAddReplaceRemoveLabelsOnNodes@;@13@;@13@;@5130@;@4489@;@2@;@2252@;@2411@;@2@;@29m 55s
org.apache.hadoop.yarn.util.TestApps#testSetEnvFromInputPropertyDefault@;@7@;@7@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.api.records.impl.pb.TestApplicationClientProtocolRecords#testCLCPBImplNullResourceURL@;@1@;@1@;@0@;@0@;@0@;@0@;@0@;@0@;@1s
org.apache.hadoop.yarn.util.resource.TestResources#testCreateResourceWithSameIntValue@;@15@;@42@;@5170@;@4846@;@6@;@2070@;@3029@;@38@;@29m 55s
org.apache.hadoop.yarn.util.resource.TestResourceUtils#testGetNodeResourcesRedefineGpuErrors@;@7@;@34@;@5049@;@4819@;@1@;@2848@;@3007@;@34@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testResourceRequestPBImpl@;@11@;@11@;@5895@;@5895@;@0@;@2240@;@2240@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testRefreshNodesResourcesResponsePBImpl@;@11@;@11@;@5987@;@5987@;@0@;@1721@;@1721@;@0@;@29m 53s
org.apache.hadoop.yarn.api.TestPBImplRecords#testSubmitApplicationResponsePBImpl@;@11@;@11@;@5988@;@5988@;@0@;@1717@;@1717@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testFinishApplicationMasterRequestPBImpl@;@11@;@11@;@5948@;@5948@;@0@;@1869@;@1869@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testStartContainersResponsePBImpl@;@11@;@11@;@5861@;@5861@;@0@;@2171@;@2171@;@0@;@29m 53s
org.apache.hadoop.yarn.nodelabels.TestCommonNodeLabelsManager#testNodeLabelsDisabled@;@13@;@13@;@4850@;@4850@;@0@;@1995@;@1995@;@2@;@29m 55s
org.apache.hadoop.yarn.api.TestPBImplRecords#testAddToClusterNodeLabelsRequestPBImpl@;@11@;@11@;@5919@;@5919@;@0@;@1966@;@1966@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetClusterNodeLabelsResponsePBImpl@;@11@;@11@;@5864@;@5864@;@0@;@1986@;@1986@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testResourceBlacklistRequestPBImpl@;@11@;@11@;@5111@;@5111@;@0@;@1898@;@1898@;@0@;@29m 54s
org.apache.hadoop.yarn.api.TestPBImplRecords#testGetDelegationTokenRequestPBImpl@;@11@;@11@;@5220@;@5220@;@0@;@1821@;@1821@;@0@;@29m 53s
