test_name,minConfigSize,maxConfigSize,num_of_executed_rounds,num_of_valid_rounds,unique_failures,init_coverage,total_coverage,fuzzing_time
org.apache.hadoop.hdfs.server.datanode.checker.TestStorageLocationChecker#testFailedLocationsAboveThreshold,31,31,2642,2642,0,2123,2365,14m 54s
org.apache.hadoop.hdfs.server.datanode.checker.TestStorageLocationChecker#testBadConfiguration,31,31,2803,2803,0,2075,2316,14m 54s
org.apache.hadoop.hdfs.server.datanode.checker.TestStorageLocationChecker#testFailedLocationsBelowThreshold,31,31,2603,2583,2,2087,2254,14m 54s
org.apache.hadoop.tools.TestTools#testDelegationTokenFetcherPrintUsage,1,1,2643,2643,0,1384,1388,14m 56s
org.apache.hadoop.fs.TestFcHdfsCreateMkdir#testCreateNonRecursiveWithExistingDir,523,523,1455,1455,0,11765,13801,14m 30s
org.apache.hadoop.hdfs.TestExtendedAcls#testGradSubdirMoreAccess,525,525,1386,1386,0,8989,11804,14m 31s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testGlobStatusWithMultipleWildCardMatches,531,532,1398,1398,0,12308,14573,14m 29s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testGlobStatusWithMultipleWildCardMatches,529,529,1347,1347,0,8482,11288,14m 29s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testListStatusFilterWithSomeMatches,548,548,1255,1255,0,8895,11622,14m 27s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testDeleteEmptyDirectory,548,548,1308,1308,0,8738,11474,14m 28s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testAccessDirViaSymlink,531,531,1346,1346,0,6188,8373,14m 33s
org.apache.hadoop.hdfs.TestViewDistributedFileSystemWithMountLinks#testRenameOnInternalDirWithFallback,522,539,1183,1183,0,8112,10096,14m 32s
org.apache.hadoop.hdfs.TestViewDistributedFileSystemWithMountLinks#testMountLinkWithLocalAndHDFS,522,539,1446,1446,0,7595,10482,14m 32s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testRenameFileToExistingParent,523,524,1240,1240,0,12174,14180,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testSetAclMustBeOwnerOrSuper,522,525,1451,1451,0,7972,10128,14m 33s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testRemoveDefaultAclMustBeOwnerOrSuper,522,525,1624,1624,0,7715,9815,14m 34s
org.apache.hadoop.fs.TestFcHdfsCreateMkdir#testMkdirsRecursiveWithExistingDir,523,523,1504,1504,0,5273,7523,14m 30s
org.apache.hadoop.fs.permission.TestStickyBit#testStickyBitRecursiveDeleteFile,525,525,1431,1431,0,12557,14628,14m 30s
org.apache.hadoop.hdfs.TestIsMethodSupported#testInterDatanodeProtocol,522,522,1515,1515,0,3513,5710,14m 36s
org.apache.hadoop.hdfs.TestDFSShell#testSetrep,525,526,1300,1300,0,5330,7853,14m 33s
org.apache.hadoop.hdfs.TestViewDistributedFileSystemWithMountLinks#testCreateOnRoot,522,539,1492,1492,0,7340,10340,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractCreate#testCreatedFileIsImmediatelyVisible,522,526,1716,1716,0,1492,7978,14m 35s
org.apache.hadoop.fs.TestSymlinkHdfsFileContext#testRenameDirViaSymlink,532,532,1342,1342,0,6289,8454,14m 35s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testRemoveAclMinimalAcl,522,525,1664,1664,0,6973,9089,14m 37s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testDefaultAclRenamedDir,522,529,1401,1401,0,12395,14787,14m 32s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testGetAclStatusRequiresTraverseOrSuper,522,529,1532,1532,0,16145,17935,14m 31s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testRemoveAclEntriesMinimalDefault,522,529,1471,1471,0,12266,14718,14m 32s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testRemoveAclEntries,522,529,1431,1431,0,12261,14708,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testSeekZeroByteFile,522,527,1143,1138,0,11055,13124,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testReadFullySmallFile,522,529,1573,1556,0,1566,13618,14m 33s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractSeek#testSeekBigFile,522,528,711,711,0,1320,13875,14m 29s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testSeekToNewSource,529,530,148,148,0,13857,14924,14m 28s
org.apache.hadoop.hdfs.TestTrashWithSecureEncryptionZones#testTrashExpunge,644,654,309,309,0,21152,22278,14m 22s
org.apache.hadoop.hdfs.TestQuota#testSpaceCommands,531,531,302,302,0,13874,15197,14m 30s
org.apache.hadoop.hdfs.server.blockmanagement.TestSortLocatedBlock#testAviodSlowDatanodes,61,63,842,772,3,2256,2388,14m 48s
org.apache.hadoop.hdfs.server.datanode.web.webhdfs.TestDataNodeUGIProvider#testUGICacheInSecure,17,17,171,171,0,1453,1453,14m 47s
org.apache.hadoop.hdfs.TestDFSUtil#testGetPassword,34,34,334,267,2,2333,2338,14m 50s
org.apache.hadoop.fs.contract.hdfs.TestHDFSContractRootDirectory#testRmNonEmptyRootDirNonRecursive,522,527,1528,33,0,3949,7937,14m 34s
org.apache.hadoop.hdfs.server.datanode.TestProvidedReplicaImpl#testProvidedReplicaRead,29,29,222,222,0,1533,1639,14m 51s
org.apache.hadoop.hdfs.TestStateAlignmentContextWithHA#testStateTransferOnWriteWithFailover,695,723,193,193,0,15233,17202,14m 10s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testGlobStatusWithMultipleMatchesOfSingleChar,548,548,1146,1146,0,11453,11988,14m 27s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testFilesystemIsCaseSensitive,525,532,1134,1134,0,8973,12144,14m 26s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testOffsetPlusLengthParamsLongerThanFile,525,533,1141,1141,0,9707,10366,14m 28s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testSetReplication,531,531,1209,1209,0,12328,14357,14m 35s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testRecoverLease,531,531,1180,1180,0,12136,13986,14m 35s
org.apache.hadoop.fs.viewfs.TestViewFSOverloadSchemeWithMountTableConfigInHDFS#testNflyRename,522,535,1375,1375,0,14238,16134,14m 35s
org.apache.hadoop.hdfs.server.blockmanagement.TestDatanodeManager#testGetBlockLocationConsiderStorageType,61,63,2015,1972,3,2681,2919,14m 48s
org.apache.hadoop.fs.TestSymlinkHdfsFileContext#testRenameSymlinkToItself,532,532,1164,1164,0,12017,13867,14m 34s
org.apache.hadoop.fs.TestSymlinkHdfsFileContext#testSetReplication,532,532,1082,1082,0,12398,14385,14m 34s
org.apache.hadoop.fs.TestSymlinkHdfsFileContext#testRenameFileToSymlinkToFile,532,532,999,999,0,12372,14309,14m 35s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testRenameFileToItself,523,524,1246,1246,0,12151,14158,14m 31s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testCreateFlagAppendExistingFile,523,524,1099,1099,0,13018,14793,14m 31s
org.apache.hadoop.hdfs.TestLeaseRecovery2#testHardLeaseRecovery,1,526,71,64,4,25144,25517,14m 32s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestAclWithSnapshot#testOriginalAclEnforcedForSnapshotContentsAfterChange,525,525,64,64,0,23472,23730,14m 25s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestAclWithSnapshot#testOriginalAclEnforcedForSnapshotContentsAfterRemoval,525,525,77,64,2,23564,23785,14m 29s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestAclWithSnapshot#testOriginalAclEnforcedForSnapshotRootAfterRemoval,525,525,86,64,2,22055,22423,14m 27s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestXAttrWithSnapshot#testXAttrForSnapshotRootAfterRemove,525,525,70,64,2,21527,21887,14m 26s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestXAttrWithSnapshot#testXAttrForSnapshotRootAfterChange,525,525,106,64,2,21580,21802,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestFileContextXAttr#testCleanupXAttrs,522,525,112,64,2,20554,20903,14m 31s
org.apache.hadoop.hdfs.server.namenode.TestFileContextXAttr#testRemoveXAttr,522,525,100,65,2,20632,20972,14m 32s
org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics#testReadWriteOps,9,527,84,64,4,24693,25001,14m 32s
org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics#testMissingBlock,9,526,63,63,0,24375,24614,14m 30s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testSkipAclEnforcementPermsDisabled,522,525,120,65,2,21374,21715,14m 27s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testSkipAclEnforcementPermsDisabled,522,530,138,64,2,26532,26819,14m 24s
org.apache.hadoop.hdfs.server.namenode.TestSecurityTokenEditLog#testEditsForCancelOnTokenExpire,198,211,315,0,4,0,0,14m 45s
org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.TestProvidedImpl#testProvidedVolumeContents,116,116,2239,0,2,0,0,14m 48s
org.apache.hadoop.hdfs.server.namenode.TestSaveNamespace#testRTEWhileSavingSecondImage,225,225,2100,0,4,0,0,14m 46s
org.apache.hadoop.hdfs.server.namenode.TestSaveNamespace#testSaveWhileEditsRolled,225,225,2091,0,4,0,0,14m 45s
org.apache.hadoop.hdfs.server.namenode.TestSaveNamespace#testFailedSaveNamespace,225,225,2247,0,4,0,0,14m 47s
org.apache.hadoop.hdfs.server.namenode.TestSaveNamespace#testCrashInAllImageDirs,225,225,2461,0,4,0,0,14m 47s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testFormat,134,145,51,0,2,0,0,48s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testSelectViaRpcTwoDeadJNs,135,146,18,0,3,0,0,23s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testSelectViaRpcWithoutDurableTransactions,135,146,87,0,3,0,0,1m 27s
org.apache.hadoop.hdfs.server.namenode.TestTransferFsImage#testImageUploadTimeout,51,51,7,0,2,0,0,11s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournal,111,123,112,0,3,0,0,1m 39s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testHttpServer,124,135,24,0,3,0,0,22s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testNoTokenForRenewToken,39,39,6191,6191,0,2248,2248,14m 52s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testNoTokenForCancelToken,39,39,5442,5442,0,2246,2246,14m 52s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testTokenForNonTokenOp,39,39,5634,5634,0,2346,2346,14m 51s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testNoTokenForGetToken,39,39,6259,6259,0,2252,2252,14m 52s
org.apache.hadoop.hdfs.server.namenode.top.window.TestRollingWindowManager#testOpTotal,2,2,7037,7037,0,1130,1130,14m 56s
org.apache.hadoop.hdfs.server.datanode.fsdataset.TestAvailableSpaceVolumeChoosingPolicy#testTwoUnbalancedVolumes,2,2,7100,7100,0,1759,1776,14m 54s
org.apache.hadoop.hdfs.server.namenode.ha.TestFailureOfSharedDir#testMultipleSharedDirsFails,29,29,5860,5860,0,1038,1038,14m 55s
org.apache.hadoop.hdfs.web.TestAuthFilter#testGetConfiguration,10,10,6745,6745,0,1401,1405,14m 55s
org.apache.hadoop.hdfs.server.blockmanagement.TestSortLocatedStripedBlock#testWithMultipleInServiceAndDecommnDatanodes,61,61,2258,2258,0,1548,1552,14m 49s
org.apache.hadoop.hdfs.tools.TestGetConf#testGetJournalNodes,43,43,2493,2493,0,1529,1532,14m 54s
org.apache.hadoop.hdfs.server.datanode.web.webhdfs.TestParameterParser#testDeserializeHAToken,4,4,6131,6131,0,1197,1197,14m 56s
org.apache.hadoop.hdfs.server.namenode.TestFSNamesystem#testUniqueEditDirs,30,30,2545,2545,0,1083,1083,14m 55s
org.apache.hadoop.hdfs.TestReplaceDatanodeOnFailure#testDefaultPolicy,3,3,2395,589,2,1147,1147,14m 56s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testUnbuffer,529,531,466,466,0,13793,14977,14m 32s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testByteBufferPread,529,531,530,530,0,13683,14865,14m 33s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testRenameDirectoryAsNonExistentDirectory,531,533,505,505,0,20650,21430,14m 27s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testRenameDirectoryAsNonExistentDirectory,529,530,548,548,0,17560,19159,14m 27s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testRenameFileToDestinationWithParentFile,548,549,522,522,0,18982,20013,14m 24s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testRenameDirectoryAsNonEmptyDirectory,548,549,435,435,0,19124,20097,14m 22s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testWriteReadAndDeleteTwoBlocks,548,550,527,527,0,19974,20962,14m 24s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testWriteReadAndDeleteHalfABlock,548,550,601,601,0,19243,20824,14m 26s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testCreateFlagCreateAppendExistingFile,548,549,513,513,0,19988,21001,14m 23s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testRenameFileAsExistingDirectory,548,549,627,627,0,18788,19980,14m 24s
org.apache.hadoop.hdfs.server.blockmanagement.TestDatanodeManager#testRemoveIncludedNode,61,63,2072,2026,3,2517,2709,14m 49s
org.apache.hadoop.hdfs.qjournal.client.TestEpochsAreUnique#testSingleThreaded,133,144,200,0,3,0,0,2m 52s
org.apache.hadoop.hdfs.server.namenode.ha.TestGetGroupsWithHA#testExistingUser,521,521,2079,0,4,0,0,14m 45s
org.apache.hadoop.hdfs.TestSetTimes#testAtimeUpdate,421,421,1983,0,4,0,0,14m 43s
org.apache.hadoop.hdfs.server.namenode.TestCheckpoint#testSeparateEditsDirLocking,416,416,2292,0,4,0,0,14m 44s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeMXBean#testQueueLength,416,416,2369,0,4,0,0,14m 44s
org.apache.hadoop.hdfs.server.mover.TestMover#testMoverCli,417,417,2290,0,4,0,0,14m 44s
org.apache.hadoop.hdfs.server.namenode.TestSaveNamespace#testCancelSaveNamespace,225,225,2279,0,4,0,0,14m 45s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testOneJNMissingSegments,142,154,85,0,3,0,0,9m 46s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testSelectViaRpcAfterJNRestart,154,165,16,0,3,0,0,19s
org.apache.hadoop.hdfs.qjournal.client.TestQuorumJournalManager#testCrashAtBeginningOfSegment,135,146,34,0,3,0,0,34s
org.apache.hadoop.hdfs.tools.TestGetGroups#testExistingInterleavedWithNonExistentUsers,419,419,2082,0,4,0,0,14m 43s
org.apache.hadoop.hdfs.server.namenode.TestNetworkTopologyServlet#testPrintTopologyNoDatanodesJsonFormat,416,416,2445,0,4,0,0,14m 44s
org.apache.hadoop.hdfs.TestListFilesInFileContext#testFile,523,524,1429,1429,0,11803,13784,14m 35s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testModifyAclEntriesMustBeOwnerOrSuper,522,527,1494,1494,0,8089,10151,14m 33s
org.apache.hadoop.hdfs.server.namenode.TestFileContextXAttr#testXAttrAcl,522,527,1500,1500,0,7219,9314,14m 35s
org.apache.hadoop.security.TestPermissionSymlinks#testRenameLinkTargetNotWritableFC,525,527,1445,1445,0,13203,15193,14m 30s
org.apache.hadoop.hdfs.TestDFSOutputStream#testComputePacketChunkSize,522,526,1665,1665,0,5690,8294,14m 33s
org.apache.hadoop.fs.TestSymlinkHdfsFileContext#testRenameSymlinkToDirItLinksTo,532,533,1351,1351,0,6206,8376,14m 34s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testGlobStatusFilterWithNoMatchingPathsAndNonTrivialFilter,523,525,1457,1457,0,6051,8417,14m 31s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testRenameDirectoryToNonExistentParent,523,525,1480,1480,0,5765,8008,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestNameNodeAcl#testSkipAclEnforcementSuper,522,526,1481,1481,0,8425,10461,14m 34s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testSetAclOnlyAccess,522,530,1425,1425,0,16076,17862,14m 31s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testRemoveAclMinimalAcl,522,530,1394,1394,0,15712,17476,14m 31s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testRemoveAclOnlyDefault,522,530,1449,1449,0,12121,14621,14m 33s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testListStatusWithNoGroups,523,539,1306,1306,0,12104,14227,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testInternalMkdirExisting1,523,536,1390,0,2,0,0,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot#testInternalCreateMissingDir2,525,540,1372,0,2,0,0,14m 33s
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot#testResolvePathDanglingLink,525,540,1293,0,2,0,0,14m 35s
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot#testRenameAcrossMounts2,525,540,1274,0,2,0,0,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testSetAclDefaultOnFile,522,526,1755,0,2,0,0,14m 35s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testOpenFileWhenNNAndClientCrashAfterAddBlock,630,630,2276,0,4,0,0,14m 33s
org.apache.hadoop.hdfs.server.namenode.ha.TestRetryCacheWithHA#testListCachePools,623,623,2282,0,4,0,0,14m 34s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testRenameAcrossMounts3,523,536,1474,0,2,0,0,14m 32s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testInternalDeleteExisting2,523,539,1339,0,3,0,0,14m 32s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testRenameAcrossMounts4,523,536,1326,0,2,0,0,14m 29s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testSymlinkTarget,523,539,1161,0,3,0,0,14m 31s
org.apache.hadoop.hdfs.server.datanode.checker.TestDatasetVolumeCheckerTimeout#testDiskCheckTimeout,1,3,1890,1890,0,2053,2056,14m 54s
org.apache.hadoop.hdfs.server.namenode.TestAuditLogAtDebug#testEmptyDebugCommands,5,5,2231,2231,0,989,989,14m 54s
org.apache.hadoop.hdfs.server.namenode.TestAuditLogAtDebug#testMultipleDebugCommandsNotLoggedAtInfo,5,5,2314,2314,0,988,988,14m 54s
org.apache.hadoop.hdfs.server.namenode.TestAuditLogAtDebug#testMultipleDebugCommandsLoggedAtDebug,5,5,2309,2309,0,988,988,14m 54s
org.apache.hadoop.hdfs.server.balancer.TestKeyManager#testNewDataEncryptionKey,4,4,2358,2358,0,1053,1053,14m 54s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testCaseInsensitive,525,532,1706,1706,0,1219,1299,14m 26s
org.apache.hadoop.hdfs.server.namenode.TestClusterId#testFormatWithEmptyClusterIdOption,2,2,2425,2425,0,1302,1306,14m 55s
org.apache.hadoop.hdfs.server.namenode.TestReencryptionHandler#testThrottleConfigs,33,33,2157,2153,1,1187,1187,14m 49s
org.apache.hadoop.hdfs.TestViewDistributedFileSystemWithMountLinks#testViewFsOverloadSchemeWithNoInnerCacheAndHdfsTargets,522,539,1523,1523,0,4253,6593,14m 35s
org.apache.hadoop.tools.TestHdfsConfigFields#testCompareConfigurationClassAgainstXml,474,474,2348,2348,0,1528,1539,14m 56s
org.apache.hadoop.tools.TestHdfsConfigFields#testCompareXmlAgainstConfigurationClass,474,474,2247,2247,0,1523,1534,14m 55s
org.apache.hadoop.hdfs.server.datanode.TestStartSecureDataNode#testWebServerAddrBindException,9,9,2254,2254,0,1217,1256,14m 56s
org.apache.hadoop.hdfs.TestDecommissionWithStripedBackoffMonitor#testCountNodes,531,531,1704,0,5,0,0,14m 33s
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot#testRenameAcrossMounts3,525,540,1144,0,2,0,0,14m 30s
org.apache.hadoop.hdfs.TestEncryptionZones#testCreateEZWithNoProvider,542,542,1959,0,4,0,0,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestNameEditsConfigs#testNameEditsConfigsFailure,525,525,1744,0,2,0,0,14m 35s
org.apache.hadoop.hdfs.server.namenode.ha.TestHASafeMode#testBlocksRemovedBeforeStandbyRestart,629,629,2225,0,4,0,0,14m 35s
org.apache.hadoop.hdfs.TestHDFSFileSystemContract#testOverWriteAndRead,526,526,2066,0,2,0,0,14m 39s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestSnapshotDeletion#testFsImageCorruption,531,531,1656,0,4,0,0,14m 32s
org.apache.hadoop.hdfs.TestDFSShell#testInvalidShell,525,528,1578,1578,0,2683,5474,14m 32s
org.apache.hadoop.hdfs.TestFileStatus#testTearDown,526,526,1613,0,2,0,0,14m 32s
org.apache.hadoop.hdfs.TestDecommissionWithBackoffMonitor#testDecommissionWithOpenfile,556,556,1742,0,7,0,0,14m 34s
org.apache.hadoop.hdfs.TestDecommissionWithBackoffMonitor#testRecommission,557,557,1586,0,7,0,0,14m 35s
org.apache.hadoop.hdfs.qjournal.server.TestJournalNode#testJournalNodeSyncerNotStartWhenSyncDisabled,95,107,62,0,3,0,0,53s
org.apache.hadoop.hdfs.web.TestWebHdfsTokens#testLazyTokenFetchForWebhdfs,555,555,59,54,4,30205,30427,14m 3s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestAclWithSnapshot#testOriginalAclEnforcedForSnapshotRootAfterChange,525,525,82,64,2,22171,22391,14m 31s
org.apache.hadoop.hdfs.server.namenode.ha.TestDelegationTokensWithHA#testDelegationTokenWithDoAs,525,901,101,47,3,15400,15622,14m 41s
org.apache.hadoop.hdfs.server.namenode.ha.TestDelegationTokensWithHA#testHAUtilClonesDelegationTokens,525,901,104,47,3,15198,15465,14m 38s
org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics#testCorruptBlock,9,526,97,63,3,25378,25618,14m 31s
org.apache.hadoop.hdfs.server.namenode.metrics.TestNameNodeMetrics#testExcessBlocks,9,526,85,65,3,24521,24784,14m 35s
org.apache.hadoop.hdfs.server.namenode.snapshot.TestDiffListBySkipList#testAddFirst,421,421,30,30,0,16115,16290,14m 10s
org.apache.hadoop.hdfs.server.mover.TestStorageMover#testMigrateOpenFileToArchival,5,534,48,48,0,25606,25788,14m 28s
org.apache.hadoop.hdfs.web.TestWebHDFSXAttr#testCleanupXAttrs,522,530,103,63,2,24672,24905,14m 26s
org.apache.hadoop.hdfs.web.TestWebHDFSXAttr#testRemoveXAttr,522,530,88,64,2,24739,24954,14m 28s
org.apache.hadoop.hdfs.web.TestWebHDFSXAttr#testReplaceXAttr,522,530,105,65,2,24839,25053,14m 26s
org.apache.hadoop.hdfs.server.namenode.ha.TestUpdateBlockTailing#testStandbyAddBlockIBRRace,664,676,225,225,0,11169,13009,14m 20s
org.apache.hadoop.hdfs.crypto.TestHdfsCryptoStreams#testRead,529,530,855,855,0,13676,15407,14m 34s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testJsonParseClosesInputStream,531,532,1018,1018,0,19539,21087,14m 25s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testRenameFileAsExistingDirectory,531,532,839,839,0,19610,21111,14m 26s
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs#testWriteReadAndDeleteOneBlock,531,533,806,806,0,20774,22208,14m 27s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testOpenFileApplyAsyncRead,529,529,829,829,0,17226,19059,14m 29s
org.apache.hadoop.fs.TestWebHdfsFileContextMainOperations#testListCorruptFileBlocks,529,529,936,936,0,17043,18810,14m 27s
org.apache.hadoop.fs.TestSWebHdfsFileContextMainOperations#testOutputStreamClosedTwice,548,548,701,701,0,18686,20324,14m 12s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testWriteReadAndDeleteOneAndAHalfBlocks,525,533,1113,1113,0,9814,12910,14m 27s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testRenameDirectoryAsExistingDirectory,525,532,870,870,0,9015,12242,14m 25s
org.apache.hadoop.fs.TestSymlinkHdfsFileSystem#testCreateLinkMaxPathLink,531,532,830,830,0,13161,15039,14m 34s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testRenameWithQuota,523,527,766,766,0,13177,14835,14m 29s
org.apache.hadoop.fs.TestHDFSFileContextMainOperations#testOldRenameWithQuota,523,527,1391,1391,0,12816,14756,14m 31s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testResolvePathThroughMountPoints,523,537,1290,0,2,0,0,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testgetFSonDanglingLink,523,540,1424,0,3,0,0,14m 31s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testInternalCreateMissingDir3,523,537,1312,0,2,0,0,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testRespectsServerDefaults,523,540,1231,0,3,0,0,14m 30s
org.apache.hadoop.fs.viewfs.TestViewFsHdfs#testFileStatusOnMountLink,523,540,1412,0,3,0,0,14m 32s
org.apache.hadoop.fs.viewfs.TestViewFileSystemAtHdfsRoot#testGetContentSummary,525,541,1161,0,2,0,0,14m 28s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testResolvePathMissingThroughMountPoints2,523,537,1322,0,2,0,0,14m 31s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testResolvePathMissingThroughMountPoints,523,540,1315,0,3,0,0,14m 33s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testRespectsServerDefaults,523,540,1288,0,3,0,0,14m 33s
org.apache.hadoop.fs.viewfs.TestViewFsAtHdfsRoot#testListStatusIterator,523,540,1366,0,3,0,0,14m 32s
org.apache.hadoop.hdfs.TestDecommissionWithStriped#testFileSmallerThanOneCell,529,529,1697,0,5,0,0,14m 30s
org.apache.hadoop.hdfs.web.TestWebHDFSAcl#testSetAclDefaultOnFile,522,530,1589,0,2,0,0,14m 32s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testDefaultAclNewFileIntermediate,522,526,1494,1494,0,8018,10090,14m 34s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testDefaultAclNewFile,522,526,1310,1310,0,7939,10016,14m 33s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testModifyAclEntriesCustomMask,522,526,1381,1381,0,7570,9687,14m 34s
org.apache.hadoop.hdfs.server.namenode.TestFileContextAcl#testSkipAclEnforcementSuper,522,526,1571,1571,0,8359,10407,14m 35s
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract#testInputStreamClosedTwice,525,532,1541,1541,0,8981,9242,14m 29s
org.apache.hadoop.hdfs.server.namenode.TestFileContextXAttr#testListXAttrs,522,526,1541,1541,0,6436,8596,14m 36s
